,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"2005","06","유럽","덴마크","784","0.17","526","0.16","26","0.12","0","0.00","3","0.22","229","0.21"
"2005","06","유럽","아일랜드","458","0.10","377","0.11","15","0.07","0","0.00","2","0.14","64","0.06"
"2005","06","유럽","유럽 기타","1,225","0.26","640","0.19","22","0.10","5","0.16","2","0.14","556","0.51"
"2005","06","유럽 소계","","41,094","8.78","25,270","7.59","1,579","7.30","110","3.44","95","6.82","14,040","12.92"
"2005","06","오세아니아","오스트레일리아","5,967","1.28","4,827","1.45","399","1.84","41","1.28","4","0.29","696","0.64"
"2005","06","오세아니아","뉴질랜드","1,479","0.32","1,272","0.38","24","0.11","1","0.03","2","0.14","180","0.17"
"2005","06","오세아니아","오세아니아 기타","448","0.10","143","0.04","13","0.06","7","0.22","0","0.00","285","0.26"
"2005","06","오세아니아 소계","","7,894","1.69","6,242","1.87","436","2.01","49","1.53","6","0.43","1,161","1.07"
"2005","06","아프리카","남아프리카공화국","420","0.09","256","0.08","17","0.08","7","0.22","0","0.00","140","0.13"
"2005","06","아프리카","아프리카 기타","1,284","0.27","615","0.18","453","2.09","41","1.28","3","0.22","172","0.16"
"2005","06","아프리카 소계","","1,704","0.36","871","0.26","470","2.17","48","1.50","3","0.22","312","0.29"
"2005","06","기타","국적미상","8","0.00","6","0.00","0","0.00","2","0.06","0","0.00","0","0.00"
"2005","06","기타 소계","","8","0.00","6","0.00","0","0.00","2","0.06","0","0.00","0","0.00"
"2005","06","교포","교포","22,699","4.85","0","0.00","0","0.00","0","0.00","0","0.00","22,699","20.88"
"2005","06","교포 소계","","22,699","4.85","0","0.00","0","0.00","0","0.00","0","0.00","22,699","20.88"
"2005","06 소계","","","467,986","100.00","333,070","100.00","21,641","100.00","3,194","100.00","1,393","100.00","108,688","100.00"
"2005","07","아시아","중국","64,390","13.02","32,230","9.21","8,894","43.70","134","3.30","1,052","50.05","22,080","18.65"
"2005","07","아시아","일본","180,789","36.55","172,843","49.42","3,687","18.12","88","2.17","390","18.55","3,781","3.19"
"2005","07","아시아","대만","34,666","7.01","33,425","9.56","37","0.18","30","0.74","10","0.48","1,164","0.98"
"2005","07","아시아","홍콩","17,456","3.53","16,664","4.76","28","0.14","0","0.00","2","0.10","762","0.64"
"2005","07","아시아","마카오","347","0.07","340","0.10","0","0.00","0","0.00","0","0.00","7","0.01"
"2005","07","아시아","필리핀","19,722","3.99","2,652","0.76","236","1.16","103","2.54","63","3.00","16,668","14.08"
"2005","07","아시아","인도네시아","5,366","1.08","1,581","0.45","223","1.10","18","0.44","12","0.57","3,532","2.98"
"2005","07","아시아","태국","6,963","1.41","2,867","0.82","10","0.05","11","0.27","13","0.62","4,062","3.43"
"2005","07","아시아","베트남","4,218","0.85","801","0.23","207","1.02","6","0.15","58","2.76","3,146","2.66"
"2005","07","아시아","인도","4,978","1.01","1,028","0.29","1,289","6.33","12","0.30","24","1.14","2,625","2.22"
"2005","07","아시아","말레이시아","4,284","0.87","2,878","0.82","31","0.15","6","0.15","17","0.81","1,352","1.14"
"2005","07","아시아","싱가포르","4,393","0.89","2,906","0.83","31","0.15","3","0.07","11","0.52","1,442","1.22"
"2005","07","아시아","몽골","1,765","0.36","888","0.25","144","0.71","2","0.05","40","1.90","691","0.58"
"2005","07","아시아","우즈베키스탄","1,024","0.21","320","0.09","8","0.04","5","0.12","20","0.95","671","0.57"
"2005","07","아시아","미얀마","2,771","0.56","308","0.09","25","0.12","21","0.52","0","0.00","2,417","2.04"
"2005","07","아시아","GCC","253","0.05","202","0.06","33","0.16","1","0.02","1","0.05","16","0.01"
"2005","07","아시아","카자흐스탄","229","0.05","117","0.03","34","0.17","1","0.02","12","0.57","65","0.05"
"2005","07","아시아","터키","774","0.16","365","0.10","6","0.03","0","0.00","11","0.52","392","0.33"
"2005","07","아시아","캄보디아","80","0.02","32","0.01","24","0.12","7","0.17","4","0.19","13","0.01"
"2005","07","아시아","스리랑카","1,380","0.28","276","0.08","43","0.21","1","0.02","16","0.76","1,044","0.88"
"2005","07","아시아","방글라데시","551","0.11","321","0.09","48","0.24","0","0.00","10","0.48","172","0.15"
"2005","07","아시아","파키스탄","737","0.15","157","0.04","226","1.11","3","0.07","5","0.24","346","0.29"
"2005","07","아시아","이스라엘","697","0.14","552","0.16","14","0.07","0","0.00","0","0.00","131","0.11"
"2005","07","아시아","이란","646","0.13","63","0.02","277","1.36","1","0.02","4","0.19","301","0.25"
"2005","07","아시아","아시아 기타","1,134","0.23","500","0.14","400","1.97","33","0.81","19","0.90","182","0.15"
"2005","07","아시아 소계","","359,613","72.70","274,316","78.43","15,955","78.40","486","11.98","1,794","85.35","67,062","56.64"
"2005","07","아메리카","미국","50,295","10.17","37,292","10.66","2,020","9.93","3,352","82.62","127","6.04","7,504","6.34"
"2005","07","아메리카","캐나다","8,083","1.63","5,507","1.57","101","0.50","12","0.30","6","0.29","2,457","2.08"
"2005","07","아메리카","브라질","615","0.12","385","0.11","10","0.05","1","0.02","2","0.10","217","0.18"
"2005","07","아메리카","멕시코","493","0.10","447","0.13","13","0.06","0","0.00","2","0.10","31","0.03"
"2005","07","아메리카","아메리카 기타","936","0.19","658","0.19","21","0.10","20","0.49","5","0.24","232","0.20"
"2005","07","아메리카 소계","","60,422","12.21","44,289","12.66","2,165","10.64","3,385","83.44","142","6.76","10,441","8.82"
"2005","07","유럽","러시아","10,904","2.20","3,780","1.08","451","2.22","70","1.73","37","1.76","6,566","5.55"
"2005","07","유럽","영국","6,183","1.25","5,135","1.47","277","1.36","7","0.17","3","0.14","761","0.64"
"2005","07","유럽","독일","6,045","1.22","4,706","1.35","181","0.89","7","0.17","20","0.95","1,131","0.96"
"2005","07","유럽","프랑스","3,918","0.79","2,919","0.83","238","1.17","19","0.47","9","0.43","733","0.62"
"2005","07","유럽","이탈리아","1,449","0.29","1,261","0.36","26","0.13","5","0.12","2","0.10","155","0.13"
"2005","07","유럽","네덜란드","1,604","0.32","1,037","0.30","51","0.25","0","0.00","0","0.00","516","0.44"
"2005","07","유럽","우크라이나","1,297","0.26","139","0.04","18","0.09","0","0.00","2","0.10","1,138","0.96"
"2005","07","유럽","스페인","641","0.13","568","0.16","5","0.02","11","0.27","2","0.10","55","0.05"
"2005","07","유럽","루마니아","575","0.12","170","0.05","8","0.04","1","0.02","1","0.05","395","0.33"
"2005","07","유럽","노르웨이","490","0.10","356","0.10","32","0.16","0","0.00","0","0.00","102","0.09"
"2005","07","유럽","스웨덴","611","0.12","550","0.16","17","0.08","0","0.00","1","0.05","43","0.04"
"2005","07","유럽","폴란드","855","0.17","298","0.09","9","0.04","0","0.00","6","0.29","542","0.46"
"2005","07","유럽","스위스","641","0.13","608","0.17","16","0.08","0","0.00","3","0.14","14","0.01"
"2005","07","유럽","포르투갈","546","0.11","518","0.15","9","0.04","1","0.02","0","0.00","18","0.02"
"2005","07","유럽","오스트리아","488","0.10","407","0.12","9","0.04","2","0.05","5","0.24","65","0.05"
"2005","07","유럽","핀란드","245","0.05","216","0.06","8","0.04","0","0.00","1","0.05","20","0.02"
"2005","07","유럽","벨기에","615","0.12","506","0.14","16","0.08","1","0.02","0","0.00","92","0.08"
"2005","07","유럽","크로아티아","571","0.12","143","0.04","6","0.03","0","0.00","0","0.00","422","0.36"
"2005","07","유럽","그리스","593","0.12","291","0.08","18","0.09","0","0.00","0","0.00","284","0.24"
"2005","07","유럽","불가리아","827","0.17","126","0.04","0","0.00","0","0.00","1","0.05","700","0.59"
"2005","07","유럽","덴마크","646","0.13","448","0.13","20","0.10","0","0.00","1","0.05","177","0.15"
"2005","07","유럽","아일랜드","420","0.08","320","0.09","14","0.07","0","0.00","1","0.05","85","0.07"
"2005","07","유럽","유럽 기타","1,569","0.32","680","0.19","22","0.11","8","0.20","6","0.29","853","0.72"
"2005","07","유럽 소계","","41,733","8.44","25,182","7.20","1,451","7.13","132","3.25","101","4.80","14,867","12.56"
"2005","07","오세아니아","오스트레일리아","4,908","0.99","3,800","1.09","338","1.66","31","0.76","9","0.43","730","0.62"
"2005","07","오세아니아","뉴질랜드","1,361","0.28","1,107","0.32","22","0.11","2","0.05","0","0.00","230","0.19"
"2005","07","오세아니아","오세아니아 기타","450","0.09","177","0.05","2","0.01","2","0.05","0","0.00","269","0.23"
"2005","07","오세아니아 소계","","6,719","1.36","5,084","1.45","362","1.78","35","0.86","9","0.43","1,229","1.04"
"2005","07","아프리카","남아프리카공화국","497","0.10","309","0.09","9","0.04","0","0.00","2","0.10","177","0.15"
"2005","07","아프리카","아프리카 기타","1,267","0.26","574","0.16","410","2.01","19","0.47","54","2.57","210","0.18"
"2005","07","아프리카 소계","","1,764","0.36","883","0.25","419","2.06","19","0.47","56","2.66","387","0.33"
"2005","07","기타","국적미상","5","0.00","5","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2005","07","기타 소계","","5","0.00","5","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2005","07","교포","교포","24,422","4.94","0","0.00","0","0.00","0","0.00","0","0.00","24,422","20.63"
"2005","07","교포 소계","","24,422","4.94","0","0.00","0","0.00","0","0.00","0","0.00","24,422","20.63"
"2005","07 소계","","","494,678","100.00","349,759","100.00","20,352","100.00","4,057","100.00","2,102","100.00","118,408","100.00"
"2005","08","아시아","중국","71,843","13.56","33,929","9.18","10,013","44.00","188","4.63","4,383","57.55","23,330","18.51"
"2005","08","아시아","일본","216,500","40.86","206,261","55.83","4,038","17.74","109","2.69","1,006","13.21","5,086","4.04"
"2005","08","아시아","대만","29,774","5.62","28,640","7.75","52","0.23","5","0.12","91","1.19","986","0.78"
"2005","08","아시아","홍콩","16,125","3.04","15,312","4.14","33","0.14","1","0.02","28","0.37","751","0.60"
"2005","08","아시아","마카오","693","0.13","674","0.18","1","0.00","2","0.05","2","0.03","14","0.01"
"2005","08","아시아","필리핀","20,229","3.82","2,693","0.73","187","0.82","88","2.17","38","0.50","17,223","13.67"
"2005","08","아시아","인도네시아","4,722","0.89","1,172","0.32","305","1.34","8","0.20","40","0.53","3,197","2.54"
"2005","08","아시아","태국","7,643","1.44","2,657","0.72","19","0.08","12","0.30","22","0.29","4,933","3.91"
"2005","08","아시아","베트남","4,531","0.86","1,050","0.28","232","1.02","2","0.05","261","3.43","2,986","2.37"
"2005","08","아시아","인도","5,067","0.96","977","0.26","1,557","6.84","20","0.49","78","1.02","2,435","1.93"
"2005","08","아시아","말레이시아","4,788","0.90","3,292","0.89","32","0.14","2","0.05","155","2.04","1,307","1.04"
"2005","08","아시아","싱가포르","4,350","0.82","2,810","0.76","35","0.15","2","0.05","2","0.03","1,501","1.19"
"2005","08","아시아","몽골","2,964","0.56","1,018","0.28","193","0.85","8","0.20","196","2.57","1,549","1.23"
"2005","08","아시아","우즈베키스탄","1,382","0.26","523","0.14","25","0.11","10","0.25","70","0.92","754","0.60"
"2005","08","아시아","미얀마","2,987","0.56","307","0.08","31","0.14","28","0.69","22","0.29","2,599","2.06"
"2005","08","아시아","GCC","420","0.08","323","0.09","46","0.20","6","0.15","15","0.20","30","0.02"
"2005","08","아시아","카자흐스탄","385","0.07","241","0.07","36","0.16","12","0.30","18","0.24","78","0.06"
"2005","08","아시아","터키","737","0.14","339","0.09","15","0.07","0","0.00","20","0.26","363","0.29"
"2005","08","아시아","캄보디아","120","0.02","48","0.01","15","0.07","30","0.74","15","0.20","12","0.01"
"2005","08","아시아","스리랑카","1,349","0.25","195","0.05","57","0.25","3","0.07","16","0.21","1,078","0.86"
"2005","08","아시아","방글라데시","476","0.09","231","0.06","41","0.18","9","0.22","36","0.47","159","0.13"
"2005","08","아시아","파키스탄","880","0.17","95","0.03","205","0.90","2","0.05","30","0.39","548","0.43"
"2005","08","아시아","이스라엘","666","0.13","538","0.15","6","0.03","7","0.17","3","0.04","112","0.09"
"2005","08","아시아","이란","546","0.10","128","0.03","212","0.93","5","0.12","2","0.03","199","0.16"
"2005","08","아시아","아시아 기타","1,123","0.21","436","0.12","385","1.69","30","0.74","58","0.76","214","0.17"
"2005","08","아시아 소계","","400,300","75.54","303,889","82.25","17,771","78.08","589","14.52","6,607","86.75","71,444","56.69"
"2005","08","아메리카","미국","44,981","8.49","30,358","8.22","2,271","9.98","3,171","78.16","385","5.06","8,796","6.98"
"2005","08","아메리카","캐나다","8,512","1.61","4,560","1.23","133","0.58","12","0.30","24","0.32","3,783","3.00"
"2005","08","아메리카","브라질","434","0.08","319","0.09","12","0.05","0","0.00","7","0.09","96","0.08"
"2005","08","아메리카","멕시코","685","0.13","616","0.17","10","0.04","0","0.00","16","0.21","43","0.03"
"2005","08","아메리카","아메리카 기타","852","0.16","587","0.16","25","0.11","17","0.42","22","0.29","201","0.16"
"2005","08","아메리카 소계","","55,464","10.47","36,440","9.86","2,451","10.77","3,200","78.88","454","5.96","12,919","10.25"
"2005","08","유럽","러시아","10,712","2.02","3,792","1.03","442","1.94","80","1.97","177","2.32","6,221","4.94"
"2005","08","유럽","영국","6,329","1.19","4,852","1.31","338","1.49","9","0.22","9","0.12","1,121","0.89"
"2005","08","유럽","독일","6,213","1.17","4,467","1.21","235","1.03","19","0.47","88","1.16","1,404","1.11"
"2005","08","유럽","프랑스","3,872","0.73","2,474","0.67","292","1.28","50","1.23","65","0.85","991","0.79"
"2005","08","유럽","이탈리아","1,248","0.24","1,071","0.29","22","0.10","8","0.20","5","0.07","142","0.11"
"2005","08","유럽","네덜란드","1,488","0.28","984","0.27","46","0.20","0","0.00","18","0.24","440","0.35"
"2005","08","유럽","우크라이나","1,369","0.26","201","0.05","13","0.06","1","0.02","10","0.13","1,144","0.91"
"2005","08","유럽","스페인","675","0.13","592","0.16","10","0.04","10","0.25","5","0.07","58","0.05"
"2005","08","유럽","루마니아","642","0.12","148","0.04","5","0.02","0","0.00","5","0.07","484","0.38"
"2005","08","유럽","노르웨이","519","0.10","336","0.09","71","0.31","0","0.00","5","0.07","107","0.08"
"2005","08","유럽","스웨덴","698","0.13","485","0.13","43","0.19","2","0.05","23","0.30","145","0.12"
"2005","08","유럽","폴란드","894","0.17","282","0.08","19","0.08","1","0.02","8","0.11","584","0.46"
"2005","08","유럽","스위스","556","0.10","479","0.13","25","0.11","0","0.00","3","0.04","49","0.04"
"2005","08","유럽","포르투갈","877","0.17","850","0.23","9","0.04","0","0.00","2","0.03","16","0.01"
"2005","08","유럽","오스트리아","393","0.07","324","0.09","9","0.04","1","0.02","6","0.08","53","0.04"
"2005","08","유럽","핀란드","362","0.07","285","0.08","16","0.07","1","0.02","30","0.39","30","0.02"
"2005","08","유럽","벨기에","463","0.09","341","0.09","29","0.13","0","0.00","4","0.05","89","0.07"
"2005","08","유럽","크로아티아","577","0.11","126","0.03","14","0.06","0","0.00","0","0.00","437","0.35"
"2005","08","유럽","그리스","690","0.13","179","0.05","41","0.18","2","0.05","1","0.01","467","0.37"
"2005","08","유럽","불가리아","759","0.14","94","0.03","2","0.01","0","0.00","9","0.12","654","0.52"
"2005","08","유럽","덴마크","585","0.11","359","0.10","39","0.17","0","0.00","9","0.12","178","0.14"
"2005","08","유럽","아일랜드","438","0.08","272","0.07","19","0.08","0","0.00","2","0.03","145","0.12"
"2005","08","유럽","유럽 기타","1,337","0.25","657","0.18","22","0.10","3","0.07","12","0.16","643","0.51"
"2005","08","유럽 소계","","41,696","7.87","23,650","6.40","1,761","7.74","187","4.61","496","6.51","15,602","12.38"
"2005","08","오세아니아","오스트레일리아","5,013","0.95","3,742","1.01","339","1.49","27","0.67","24","0.32","881","0.70"
"2005","08","오세아니아","뉴질랜드","1,280","0.24","921","0.25","23","0.10","1","0.02","1","0.01","334","0.27"
