,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"2020","07","아시아","캄보디아","322","0.53","6","0.05","0","0.00","0","0.00","0","0.00","316","0.71"
"2020","07","아시아","스리랑카","326","0.53","84","0.66","1","0.12","0","0.00","2","0.13","239","0.54"
"2020","07","아시아","방글라데시","245","0.40","65","0.51","4","0.48","1","0.08","23","1.52","152","0.34"
"2020","07","아시아","파키스탄","125","0.20","10","0.08","13","1.57","1","0.08","13","0.86","88","0.20"
"2020","07","아시아","이스라엘","5","0.01","1","0.01","1","0.12","0","0.00","0","0.00","3","0.01"
"2020","07","아시아","이란","12","0.02","0","0.00","2","0.24","0","0.00","3","0.20","7","0.02"
"2020","07","아시아","아시아 기타","613","1.00","15","0.12","34","4.11","11","0.85","61","4.04","492","1.10"
"2020","07","아시아 소계","","37,735","61.85","7,462","58.61","523","63.24","105","8.09","1,399","92.59","28,246","63.27"
"2020","07","아메리카","미국","11,922","19.54","3,823","30.03","53","6.41","1,092","84.13","28","1.85","6,926","15.51"
"2020","07","아메리카","캐나다","848","1.39","97","0.76","19","2.30","1","0.08","4","0.26","727","1.63"
"2020","07","아메리카","브라질","62","0.10","1","0.01","4","0.48","4","0.31","1","0.07","52","0.12"
"2020","07","아메리카","멕시코","151","0.25","28","0.22","0","0.00","0","0.00","2","0.13","121","0.27"
"2020","07","아메리카","아메리카 기타","130","0.21","13","0.10","3","0.36","13","1.00","4","0.26","97","0.22"
"2020","07","아메리카 소계","","13,113","21.49","3,962","31.12","79","9.55","1,110","85.52","39","2.58","7,923","17.75"
"2020","07","유럽","러시아","2,004","3.28","133","1.04","9","1.09","1","0.08","7","0.46","1,854","4.15"
"2020","07","유럽","영국","632","1.04","340","2.67","12","1.45","5","0.39","4","0.26","271","0.61"
"2020","07","유럽","독일","1,082","1.77","31","0.24","46","5.56","10","0.77","6","0.40","989","2.22"
"2020","07","유럽","프랑스","671","1.10","35","0.27","41","4.96","10","0.77","11","0.73","574","1.29"
"2020","07","유럽","이탈리아","136","0.22","7","0.05","12","1.45","2","0.15","3","0.20","112","0.25"
"2020","07","유럽","네덜란드","745","1.22","11","0.09","8","0.97","1","0.08","1","0.07","724","1.62"
"2020","07","유럽","우크라이나","1,160","1.90","352","2.76","3","0.36","2","0.15","0","0.00","803","1.80"
"2020","07","유럽","스페인","76","0.12","1","0.01","3","0.36","5","0.39","1","0.07","66","0.15"
"2020","07","유럽","루마니아","228","0.37","62","0.49","3","0.36","0","0.00","1","0.07","162","0.36"
"2020","07","유럽","노르웨이","32","0.05","2","0.02","0","0.00","0","0.00","0","0.00","30","0.07"
"2020","07","유럽","스웨덴","33","0.05","2","0.02","3","0.36","5","0.39","1","0.07","22","0.05"
"2020","07","유럽","폴란드","319","0.52","43","0.34","5","0.60","2","0.15","2","0.13","267","0.60"
"2020","07","유럽","스위스","41","0.07","8","0.06","2","0.24","0","0.00","3","0.20","28","0.06"
"2020","07","유럽","포르투갈","26","0.04","0","0.00","1","0.12","0","0.00","0","0.00","25","0.06"
"2020","07","유럽","오스트리아","104","0.17","1","0.01","2","0.24","1","0.08","2","0.13","98","0.22"
"2020","07","유럽","핀란드","113","0.19","1","0.01","3","0.36","0","0.00","0","0.00","109","0.24"
"2020","07","유럽","벨기에","90","0.15","4","0.03","4","0.48","0","0.00","2","0.13","80","0.18"
"2020","07","유럽","크로아티아","124","0.20","47","0.37","0","0.00","0","0.00","0","0.00","77","0.17"
"2020","07","유럽","그리스","151","0.25","46","0.36","14","1.69","1","0.08","0","0.00","90","0.20"
"2020","07","유럽","불가리아","107","0.18","12","0.09","0","0.00","0","0.00","0","0.00","95","0.21"
"2020","07","유럽","덴마크","95","0.16","21","0.16","2","0.24","0","0.00","6","0.40","66","0.15"
"2020","07","유럽","아일랜드","37","0.06","11","0.09","0","0.00","0","0.00","0","0.00","26","0.06"
"2020","07","유럽","유럽 기타","333","0.55","42","0.33","15","1.81","8","0.62","3","0.20","265","0.59"
"2020","07","유럽 소계","","8,339","13.67","1,212","9.52","188","22.73","53","4.08","53","3.51","6,833","15.31"
"2020","07","오세아니아","오스트레일리아","205","0.34","33","0.26","5","0.60","20","1.54","0","0.00","147","0.33"
"2020","07","오세아니아","뉴질랜드","117","0.19","6","0.05","1","0.12","1","0.08","1","0.07","108","0.24"
"2020","07","오세아니아","오세아니아 기타","117","0.19","23","0.18","0","0.00","2","0.15","3","0.20","89","0.20"
"2020","07","오세아니아 소계","","439","0.72","62","0.49","6","0.73","23","1.77","4","0.26","344","0.77"
"2020","07","아프리카","남아프리카공화국","67","0.11","4","0.03","0","0.00","0","0.00","0","0.00","63","0.14"
"2020","07","아프리카","아프리카 기타","376","0.62","26","0.20","31","3.75","7","0.54","16","1.06","296","0.66"
"2020","07","아프리카 소계","","443","0.73","30","0.24","31","3.75","7","0.54","16","1.06","359","0.80"
"2020","07","기타","국적미상","10","0.02","4","0.03","0","0.00","0","0.00","0","0.00","6","0.01"
"2020","07","기타 소계","","10","0.02","4","0.03","0","0.00","0","0.00","0","0.00","6","0.01"
"2020","07","교포","교포","933","1.53","0","0.00","0","0.00","0","0.00","0","0.00","933","2.09"
"2020","07","교포 소계","","933","1.53","0","0.00","0","0.00","0","0.00","0","0.00","933","2.09"
"2020","07 소계","","","61,012","100.00","12,732","100.00","827","100.00","1,298","100.00","1,511","100.00","44,644","100.00"
"2020","08","아시아","중국","16,275","23.66","212","2.46","264","22.24","6","0.54","6,766","49.32","9,027","20.45"
"2020","08","아시아","일본","1,275","1.85","25","0.29","124","10.45","11","0.99","544","3.97","571","1.29"
"2020","08","아시아","대만","655","0.95","41","0.47","39","3.29","3","0.27","369","2.69","203","0.46"
"2020","08","아시아","홍콩","167","0.24","10","0.12","14","1.18","0","0.00","124","0.90","19","0.04"
"2020","08","아시아","마카오","9","0.01","0","0.00","1","0.08","0","0.00","8","0.06","0","0.00"
"2020","08","아시아","필리핀","7,362","10.70","1,080","12.51","2","0.17","13","1.17","19","0.14","6,248","14.15"
"2020","08","아시아","인도네시아","2,830","4.11","557","6.45","8","0.67","1","0.09","282","2.06","1,982","4.49"
"2020","08","아시아","태국","781","1.14","185","2.14","9","0.76","1","0.09","113","0.82","473","1.07"
"2020","08","아시아","베트남","1,938","2.82","59","0.68","3","0.25","3","0.27","1,430","10.42","443","1.00"
"2020","08","아시아","인도","2,060","2.99","414","4.79","30","2.53","4","0.36","48","0.35","1,564","3.54"
"2020","08","아시아","말레이시아","276","0.40","21","0.24","10","0.84","0","0.00","95","0.69","150","0.34"
"2020","08","아시아","싱가포르","124","0.18","7","0.08","14","1.18","0","0.00","22","0.16","81","0.18"
"2020","08","아시아","몽골","561","0.82","20","0.23","2","0.17","4","0.36","482","3.51","53","0.12"
"2020","08","아시아","우즈베키스탄","64","0.09","1","0.01","0","0.00","1","0.09","8","0.06","54","0.12"
"2020","08","아시아","미얀마","4,141","6.02","818","9.47","0","0.00","0","0.00","91","0.66","3,232","7.32"
"2020","08","아시아","GCC","81","0.12","4","0.05","5","0.42","0","0.00","40","0.29","32","0.07"
"2020","08","아시아","카자흐스탄","329","0.48","24","0.28","3","0.25","0","0.00","30","0.22","272","0.62"
"2020","08","아시아","터키","439","0.64","34","0.39","22","1.85","8","0.72","71","0.52","304","0.69"
"2020","08","아시아","캄보디아","178","0.26","3","0.03","0","0.00","0","0.00","59","0.43","116","0.26"
"2020","08","아시아","스리랑카","166","0.24","11","0.13","1","0.08","0","0.00","17","0.12","137","0.31"
"2020","08","아시아","방글라데시","278","0.40","30","0.35","1","0.08","0","0.00","39","0.28","208","0.47"
"2020","08","아시아","파키스탄","94","0.14","8","0.09","15","1.26","4","0.36","10","0.07","57","0.13"
"2020","08","아시아","이스라엘","36","0.05","0","0.00","7","0.59","0","0.00","11","0.08","18","0.04"
"2020","08","아시아","이란","55","0.08","0","0.00","3","0.25","0","0.00","37","0.27","15","0.03"
"2020","08","아시아","아시아 기타","301","0.44","20","0.23","60","5.05","13","1.17","79","0.58","129","0.29"
"2020","08","아시아 소계","","40,475","58.83","3,584","41.51","637","53.66","72","6.47","10,794","78.68","25,388","57.51"
"2020","08","아메리카","미국","13,368","19.43","3,829","44.35","66","5.56","879","79.05","257","1.87","8,337","18.89"
"2020","08","아메리카","캐나다","1,164","1.69","90","1.04","19","1.60","3","0.27","41","0.30","1,011","2.29"
"2020","08","아메리카","브라질","101","0.15","4","0.05","3","0.25","2","0.18","33","0.24","59","0.13"
"2020","08","아메리카","멕시코","236","0.34","43","0.50","0","0.00","4","0.36","36","0.26","153","0.35"
"2020","08","아메리카","아메리카 기타","192","0.28","9","0.10","0","0.00","38","3.42","71","0.52","74","0.17"
"2020","08","아메리카 소계","","15,061","21.89","3,975","46.04","88","7.41","926","83.27","438","3.19","9,634","21.82"
"2020","08","유럽","러시아","2,086","3.03","156","1.81","40","3.37","21","1.89","147","1.07","1,722","3.90"
"2020","08","유럽","영국","619","0.90","222","2.57","24","2.02","0","0.00","83","0.61","290","0.66"
"2020","08","유럽","독일","1,580","2.30","17","0.20","61","5.14","20","1.80","416","3.03","1,066","2.41"
"2020","08","유럽","프랑스","1,799","2.61","51","0.59","108","9.10","23","2.07","700","5.10","917","2.08"
"2020","08","유럽","이탈리아","229","0.33","2","0.02","26","2.19","3","0.27","66","0.48","132","0.30"
"2020","08","유럽","네덜란드","772","1.12","11","0.13","13","1.10","1","0.09","29","0.21","718","1.63"
"2020","08","유럽","우크라이나","1,000","1.45","160","1.85","5","0.42","3","0.27","31","0.23","801","1.81"
"2020","08","유럽","스페인","189","0.27","6","0.07","8","0.67","3","0.27","101","0.74","71","0.16"
"2020","08","유럽","루마니아","251","0.36","74","0.86","7","0.59","1","0.09","9","0.07","160","0.36"
"2020","08","유럽","노르웨이","64","0.09","9","0.10","9","0.76","0","0.00","19","0.14","27","0.06"
"2020","08","유럽","스웨덴","123","0.18","5","0.06","18","1.52","4","0.36","60","0.44","36","0.08"
"2020","08","유럽","폴란드","394","0.57","28","0.32","9","0.76","0","0.00","37","0.27","320","0.72"
"2020","08","유럽","스위스","122","0.18","6","0.07","6","0.51","0","0.00","71","0.52","39","0.09"
"2020","08","유럽","포르투갈","52","0.08","1","0.01","4","0.34","0","0.00","27","0.20","20","0.05"
"2020","08","유럽","오스트리아","157","0.23","3","0.03","4","0.34","0","0.00","30","0.22","120","0.27"
"2020","08","유럽","핀란드","239","0.35","7","0.08","6","0.51","0","0.00","73","0.53","153","0.35"
"2020","08","유럽","벨기에","166","0.24","9","0.10","6","0.51","0","0.00","69","0.50","82","0.19"
"2020","08","유럽","크로아티아","115","0.17","35","0.41","2","0.17","0","0.00","3","0.02","75","0.17"
"2020","08","유럽","그리스","264","0.38","122","1.41","25","2.11","0","0.00","4","0.03","113","0.26"
"2020","08","유럽","불가리아","149","0.22","13","0.15","0","0.00","0","0.00","12","0.09","124","0.28"
"2020","08","유럽","덴마크","141","0.20","7","0.08","9","0.76","4","0.36","58","0.42","63","0.14"
"2020","08","유럽","아일랜드","59","0.09","13","0.15","1","0.08","0","0.00","16","0.12","29","0.07"
"2020","08","유럽","유럽 기타","577","0.84","36","0.42","23","1.94","1","0.09","189","1.38","328","0.74"
"2020","08","유럽 소계","","11,147","16.20","993","11.50","414","34.88","84","7.55","2,250","16.40","7,406","16.78"
"2020","08","오세아니아","오스트레일리아","156","0.23","31","0.36","8","0.67","3","0.27","3","0.02","111","0.25"
"2020","08","오세아니아","뉴질랜드","119","0.17","7","0.08","5","0.42","3","0.27","2","0.01","102","0.23"
"2020","08","오세아니아","오세아니아 기타","41","0.06","1","0.01","0","0.00","1","0.09","1","0.01","38","0.09"
"2020","08","오세아니아 소계","","316","0.46","39","0.45","13","1.10","7","0.63","6","0.04","251","0.57"
"2020","08","아프리카","남아프리카공화국","95","0.14","2","0.02","1","0.08","1","0.09","0","0.00","91","0.21"
"2020","08","아프리카","아프리카 기타","664","0.97","39","0.45","34","2.86","22","1.98","230","1.68","339","0.77"
"2020","08","아프리카 소계","","759","1.10","41","0.47","35","2.95","23","2.07","230","1.68","430","0.97"
"2020","08","기타","국적미상","3","0.00","2","0.02","0","0.00","0","0.00","1","0.01","0","0.00"
"2020","08","기타 소계","","3","0.00","2","0.02","0","0.00","0","0.00","1","0.01","0","0.00"
"2020","08","교포","교포","1,036","1.51","0","0.00","0","0.00","0","0.00","0","0.00","1,036","2.35"
"2020","08","교포 소계","","1,036","1.51","0","0.00","0","0.00","0","0.00","0","0.00","1,036","2.35"
"2020","08 소계","","","68,797","100.00","8,634","100.00","1,187","100.00","1,112","100.00","13,719","100.00","44,145","100.00"
"2020","09","아시아","중국","15,307","23.53","481","4.53","260","24.39","28","3.44","5,717","72.47","8,821","19.76"
"2020","09","아시아","일본","794","1.22","29","0.27","104","9.76","10","1.23","93","1.18","558","1.25"
"2020","09","아시아","대만","329","0.51","60","0.57","29","2.72","0","0.00","49","0.62","191","0.43"
"2020","09","아시아","홍콩","115","0.18","9","0.08","21","1.97","0","0.00","56","0.71","29","0.06"
"2020","09","아시아","마카오","7","0.01","0","0.00","1","0.09","0","0.00","3","0.04","3","0.01"
"2020","09","아시아","필리핀","8,485","13.05","1,770","16.67","3","0.28","8","0.98","2","0.03","6,702","15.01"
"2020","09","아시아","인도네시아","3,396","5.22","1,078","10.15","10","0.94","17","2.09","64","0.81","2,227","4.99"
"2020","09","아시아","태국","523","0.80","197","1.86","8","0.75","6","0.74","16","0.20","296","0.66"
"2020","09","아시아","베트남","1,447","2.22","97","0.91","5","0.47","1","0.12","789","10.00","555","1.24"
"2020","09","아시아","인도","2,408","3.70","600","5.65","24","2.25","0","0.00","66","0.84","1,718","3.85"
"2020","09","아시아","말레이시아","186","0.29","12","0.11","11","1.03","2","0.25","43","0.55","118","0.26"
"2020","09","아시아","싱가포르","97","0.15","3","0.03","22","2.06","0","0.00","5","0.06","67","0.15"
"2020","09","아시아","몽골","239","0.37","53","0.50","1","0.09","2","0.25","144","1.83","39","0.09"
"2020","09","아시아","우즈베키스탄","414","0.64","1","0.01","2","0.19","0","0.00","99","1.25","312","0.70"
"2020","09","아시아","미얀마","4,899","7.53","1,430","13.47","0","0.00","0","0.00","40","0.51","3,429","7.68"
"2020","09","아시아","GCC","90","0.14","5","0.05","9","0.84","1","0.12","20","0.25","55","0.12"
"2020","09","아시아","카자흐스탄","258","0.40","17","0.16","0","0.00","0","0.00","22","0.28","219","0.49"
"2020","09","아시아","터키","381","0.59","38","0.36","3","0.28","1","0.12","37","0.47","302","0.68"
"2020","09","아시아","캄보디아","120","0.18","1","0.01","1","0.09","0","0.00","12","0.15","106","0.24"
"2020","09","아시아","스리랑카","235","0.36","34","0.32","0","0.00","0","0.00","12","0.15","189","0.42"
"2020","09","아시아","방글라데시","213","0.33","25","0.24","2","0.19","0","0.00","4","0.05","182","0.41"
"2020","09","아시아","파키스탄","72","0.11","7","0.07","8","0.75","4","0.49","4","0.05","49","0.11"
"2020","09","아시아","이스라엘","13","0.02","0","0.00","3","0.28","0","0.00","1","0.01","9","0.02"
"2020","09","아시아","이란","43","0.07","0","0.00","0","0.00","4","0.49","16","0.20","23","0.05"
"2020","09","아시아","아시아 기타","591","0.91","18","0.17","85","7.97","6","0.74","210","2.66","272","0.61"
"2020","09","아시아 소계","","40,662","62.52","5,965","56.17","612","57.41","90","11.04","7,524","95.37","26,471","59.28"
"2020","09","아메리카","미국","12,426","19.11","3,562","33.54","70","6.57","639","78.40","22","0.28","8,133","18.21"
"2020","09","아메리카","캐나다","1,326","2.04","76","0.72","35","3.28","1","0.12","5","0.06","1,209","2.71"
"2020","09","아메리카","브라질","100","0.15","37","0.35","2","0.19","0","0.00","3","0.04","58","0.13"
"2020","09","아메리카","멕시코","186","0.29","38","0.36","0","0.00","2","0.25","2","0.03","144","0.32"
"2020","09","아메리카","아메리카 기타","108","0.17","11","0.10","4","0.38","4","0.49","14","0.18","75","0.17"
"2020","09","아메리카 소계","","14,146","21.75","3,724","35.07","111","10.41","646","79.26","46","0.58","9,619","21.54"
"2020","09","유럽","러시아","1,700","2.61","108","1.02","29","2.72","2","0.25","94","1.19","1,467","3.29"
"2020","09","유럽","영국","470","0.72","202","1.90","19","1.78","13","1.60","12","0.15","224","0.50"
"2020","09","유럽","독일","1,084","1.67","26","0.24","72","6.75","8","0.98","14","0.18","964","2.16"
"2020","09","유럽","프랑스","949","1.46","19","0.18","58","5.44","6","0.74","40","0.51","826","1.85"
"2020","09","유럽","이탈리아","146","0.22","4","0.04","17","1.59","11","1.35","6","0.08","108","0.24"
"2020","09","유럽","네덜란드","875","1.35","17","0.16","8","0.75","0","0.00","2","0.03","848","1.90"
"2020","09","유럽","우크라이나","879","1.35","147","1.38","1","0.09","0","0.00","5","0.06","726","1.63"
"2020","09","유럽","스페인","68","0.10","2","0.02","6","0.56","1","0.12","6","0.08","53","0.12"
"2020","09","유럽","루마니아","224","0.34","63","0.59","3","0.28","0","0.00","1","0.01","157","0.35"
"2020","09","유럽","노르웨이","55","0.08","8","0.08","3","0.28","0","0.00","5","0.06","39","0.09"
"2020","09","유럽","스웨덴","66","0.10","9","0.08","9","0.84","1","0.12","12","0.15","35","0.08"
"2020","09","유럽","폴란드","365","0.56","54","0.51","12","1.13","0","0.00","4","0.05","295","0.66"
"2020","09","유럽","스위스","55","0.08","8","0.08","5","0.47","1","0.12","4","0.05","37","0.08"
"2020","09","유럽","포르투갈","20","0.03","1","0.01","3","0.28","0","0.00","0","0.00","16","0.04"
"2020","09","유럽","오스트리아","100","0.15","1","0.01","2","0.19","0","0.00","2","0.03","95","0.21"
"2020","09","유럽","핀란드","191","0.29","6","0.06","7","0.66","4","0.49","4","0.05","170","0.38"
"2020","09","유럽","벨기에","94","0.14","5","0.05","5","0.47","2","0.25","0","0.00","82","0.18"
"2020","09","유럽","크로아티아","153","0.24","53","0.50","1","0.09","0","0.00","0","0.00","99","0.22"
"2020","09","유럽","그리스","188","0.29","78","0.73","10","0.94","2","0.25","1","0.01","97","0.22"
"2020","09","유럽","불가리아","112","0.17","8","0.08","0","0.00","1","0.12","2","0.03","101","0.23"
"2020","09","유럽","덴마크","60","0.09","5","0.05","5","0.47","0","0.00","3","0.04","47","0.11"
"2020","09","유럽","아일랜드","39","0.06","14","0.13","2","0.19","2","0.25","0","0.00","21","0.05"
"2020","09","유럽","유럽 기타","386","0.59","28","0.26","21","1.97","15","1.84","17","0.22","305","0.68"
"2020","09","유럽 소계","","8,279","12.73","866","8.16","298","27.95","69","8.47","234","2.97","6,812","15.26"
"2020","09","오세아니아","오스트레일리아","145","0.22","33","0.31","7","0.66","0","0.00","2","0.03","103","0.23"
"2020","09","오세아니아","뉴질랜드","91","0.14","7","0.07","6","0.56","0","0.00","0","0.00","78","0.17"
"2020","09","오세아니아","오세아니아 기타","40","0.06","1","0.01","0","0.00","3","0.37","0","0.00","36","0.08"
"2020","09","오세아니아 소계","","276","0.42","41","0.39","13","1.22","3","0.37","2","0.03","217","0.49"
"2020","09","아프리카","남아프리카공화국","86","0.13","2","0.02","1","0.09","2","0.25","1","0.01","80","0.18"
"2020","09","아프리카","아프리카 기타","575","0.88","18","0.17","31","2.91","5","0.61","82","1.04","439","0.98"
"2020","09","아프리카 소계","","661","1.02","20","0.19","32","3.00","7","0.86","83","1.05","519","1.16"
"2020","09","기타","국적미상","4","0.01","3","0.03","0","0.00","0","0.00","0","0.00","1","0.00"
"2020","09","기타 소계","","4","0.01","3","0.03","0","0.00","0","0.00","0","0.00","1","0.00"
"2020","09","교포","교포","1,012","1.56","0","0.00","0","0.00","0","0.00","0","0.00","1,012","2.27"
"2020","09","교포 소계","","1,012","1.56","0","0.00","0","0.00","0","0.00","0","0.00","1,012","2.27"
"2020","09 소계","","","65,040","100.00","10,619","100.00","1,066","100.00","815","100.00","7,889","100.00","44,651","100.00"
"2020","10","아시아","중국","11,477","18.64","367","3.30","243","19.21","2","0.29","1,287","60.79","9,578","20.64"
"2020","10","아시아","일본","927","1.51","37","0.33","143","11.30","4","0.59","56","2.65","687","1.48"
"2020","10","아시아","대만","299","0.49","34","0.31","57","4.51","4","0.59","36","1.70","168","0.36"
"2020","10","아시아","홍콩","59","0.10","7","0.06","9","0.71","0","0.00","20","0.94","23","0.05"
"2020","10","아시아","마카오","6","0.01","0","0.00","2","0.16","0","0.00","3","0.14","1","0.00"
"2020","10","아시아","필리핀","9,041","14.68","2,123","19.09","4","0.32","9","1.32","28","1.32","6,877","14.82"
"2020","10","아시아","인도네시아","3,230","5.24","1,250","11.24","1","0.08","0","0.00","24","1.13","1,955","4.21"
"2020","10","아시아","태국","460","0.75","152","1.37","2","0.16","5","0.73","14","0.66","287","0.62"
"2020","10","아시아","베트남","853","1.39","92","0.83","9","0.71","1","0.15","263","12.42","488","1.05"
"2020","10","아시아","인도","2,348","3.81","510","4.59","51","4.03","3","0.44","40","1.89","1,744","3.76"
"2020","10","아시아","말레이시아","180","0.29","59","0.53","6","0.47","0","0.00","18","0.85","97","0.21"
"2020","10","아시아","싱가포르","134","0.22","8","0.07","33","2.61","0","0.00","2","0.09","91","0.20"
"2020","10","아시아","몽골","75","0.12","23","0.21","1","0.08","5","0.73","38","1.79","8","0.02"
"2020","10","아시아","우즈베키스탄","202","0.33","1","0.01","0","0.00","4","0.59","1","0.05","196","0.42"
"2020","10","아시아","미얀마","4,935","8.01","1,358","12.21","0","0.00","0","0.00","6","0.28","3,571","7.70"
"2020","10","아시아","GCC","184","0.30","23","0.21","35","2.77","4","0.59","10","0.47","112","0.24"
"2020","10","아시아","카자흐스탄","233","0.38","32","0.29","2","0.16","0","0.00","4","0.19","195","0.42"
"2020","10","아시아","터키","308","0.50","18","0.16","9","0.71","5","0.73","4","0.19","272","0.59"
"2020","10","아시아","캄보디아","274","0.44","2","0.02","1","0.08","0","0.00","4","0.19","267","0.58"
"2020","10","아시아","스리랑카","243","0.39","30","0.27","0","0.00","0","0.00","2","0.09","211","0.45"
"2020","10","아시아","방글라데시","217","0.35","32","0.29","0","0.00","0","0.00","1","0.05","184","0.40"
"2020","10","아시아","파키스탄","54","0.09","8","0.07","6","0.47","2","0.29","2","0.09","36","0.08"
"2020","10","아시아","이스라엘","36","0.06","0","0.00","5","0.40","0","0.00","0","0.00","31","0.07"
"2020","10","아시아","이란","20","0.03","1","0.01","2","0.16","1","0.15","2","0.09","14","0.03"
"2020","10","아시아","아시아 기타","403","0.65","6","0.05","93","7.35","12","1.76","90","4.25","202","0.44"
"2020","10","아시아 소계","","36,198","58.78","6,173","55.52","714","56.44","61","8.96","1,955","92.35","27,295","58.82"
"2020","10","아메리카","미국","12,366","20.08","3,743","33.66","64","5.06","563","82.67","9","0.43","7,987","17.21"
"2020","10","아메리카","캐나다","1,354","2.20","71","0.64","14","1.11","1","0.15","7","0.33","1,261","2.72"
"2020","10","아메리카","브라질","81","0.13","8","0.07","5","0.40","1","0.15","2","0.09","65","0.14"
"2020","10","아메리카","멕시코","223","0.36","44","0.40","0","0.00","2","0.29","0","0.00","177","0.38"
"2020","10","아메리카","아메리카 기타","124","0.20","10","0.09","9","0.71","4","0.59","4","0.19","97","0.21"
"2020","10","아메리카 소계","","14,148","22.97","3,876","34.86","92","7.27","571","83.85","22","1.04","9,587","20.66"
"2020","10","유럽","러시아","2,240","3.64","268","2.41","28","2.21","2","0.29","28","1.32","1,914","4.12"
"2020","10","유럽","영국","522","0.85","212","1.91","22","1.74","8","1.17","2","0.09","278","0.60"
"2020","10","유럽","독일","1,143","1.86","18","0.16","72","5.69","6","0.88","2","0.09","1,045","2.25"
"2020","10","유럽","프랑스","1,008","1.64","26","0.23","53","4.19","14","2.06","22","1.04","893","1.92"
"2020","10","유럽","이탈리아","231","0.38","7","0.06","40","3.16","2","0.29","4","0.19","178","0.38"
"2020","10","유럽","네덜란드","1,044","1.70","16","0.14","14","1.11","1","0.15","1","0.05","1,012","2.18"
"2020","10","유럽","우크라이나","812","1.32","134","1.21","12","0.95","0","0.00","1","0.05","665","1.43"
"2020","10","유럽","스페인","107","0.17","5","0.04","11","0.87","2","0.29","9","0.43","80","0.17"
"2020","10","유럽","루마니아","212","0.34","69","0.62","3","0.24","1","0.15","1","0.05","138","0.30"
"2020","10","유럽","노르웨이","53","0.09","10","0.09","1","0.08","0","0.00","1","0.05","41","0.09"
"2020","10","유럽","스웨덴","65","0.11","6","0.05","14","1.11","0","0.00","0","0.00","45","0.10"
"2020","10","유럽","폴란드","306","0.50","42","0.38","6","0.47","0","0.00","0","0.00","258","0.56"
"2020","10","유럽","스위스","46","0.07","5","0.04","6","0.47","2","0.29","2","0.09","31","0.07"
"2020","10","유럽","포르투갈","39","0.06","4","0.04","6","0.47","0","0.00","1","0.05","28","0.06"
"2020","10","유럽","오스트리아","111","0.18","0","0.00","6","0.47","0","0.00","0","0.00","105","0.23"
"2020","10","유럽","핀란드","164","0.27","5","0.04","12","0.95","1","0.15","0","0.00","146","0.31"
"2020","10","유럽","벨기에","129","0.21","4","0.04","8","0.63","1","0.15","4","0.19","112","0.24"
"2020","10","유럽","크로아티아","97","0.16","33","0.30","4","0.32","0","0.00","0","0.00","60","0.13"
"2020","10","유럽","그리스","197","0.32","80","0.72","16","1.26","0","0.00","0","0.00","101","0.22"
"2020","10","유럽","불가리아","99","0.16","7","0.06","0","0.00","0","0.00","0","0.00","92","0.20"
"2020","10","유럽","덴마크","62","0.10","5","0.04","9","0.71","0","0.00","0","0.00","48","0.10"
"2020","10","유럽","아일랜드","41","0.07","14","0.13","1","0.08","0","0.00","1","0.05","25","0.05"
"2020","10","유럽","유럽 기타","430","0.70","40","0.36","28","2.21","0","0.00","4","0.19","358","0.77"
"2020","10","유럽 소계","","9,158","14.87","1,010","9.08","372","29.41","40","5.87","83","3.92","7,653","16.49"
"2020","10","오세아니아","오스트레일리아","170","0.28","25","0.22","18","1.42","2","0.29","2","0.09","123","0.27"
"2020","10","오세아니아","뉴질랜드","86","0.14","5","0.04","5","0.40","2","0.29","0","0.00","74","0.16"
"2020","10","오세아니아","오세아니아 기타","45","0.07","3","0.03","0","0.00","0","0.00","0","0.00","42","0.09"
"2020","10","오세아니아 소계","","301","0.49","33","0.30","23","1.82","4","0.59","2","0.09","239","0.52"
"2020","10","아프리카","남아프리카공화국","78","0.13","2","0.02","1","0.08","0","0.00","0","0.00","75","0.16"
"2020","10","아프리카","아프리카 기타","677","1.10","24","0.22","63","4.98","5","0.73","55","2.60","530","1.14"
"2020","10","아프리카 소계","","755","1.23","26","0.23","64","5.06","5","0.73","55","2.60","605","1.30"
"2020","10","기타","국적미상","1","0.00","1","0.01","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","10","기타 소계","","1","0.00","1","0.01","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","10","교포","교포","1,024","1.66","0","0.00","0","0.00","0","0.00","0","0.00","1,024","2.21"
"2020","10","교포 소계","","1,024","1.66","0","0.00","0","0.00","0","0.00","0","0.00","1,024","2.21"
"2020","10 소계","","","61,585","100.00","11,119","100.00","1,265","100.00","681","100.00","2,117","100.00","46,403","100.00"
"2020","11","아시아","중국","9,174","14.85","382","3.32","327","23.58","5","0.58","1,285","45.07","7,175","15.89"
"2020","11","아시아","일본","1,254","2.03","32","0.28","244","17.59","4","0.46","261","9.15","713","1.58"
"2020","11","아시아","대만","299","0.48","42","0.36","42","3.03","1","0.12","62","2.17","152","0.34"
"2020","11","아시아","홍콩","89","0.14","3","0.03","8","0.58","1","0.12","59","2.07","18","0.04"
"2020","11","아시아","마카오","2","0.00","0","0.00","1","0.07","0","0.00","1","0.04","0","0.00"
